[2026-03-28 06:12:21] [WARNING] openclaw: Telegram channel not OK
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/pycparser/__pycache__ (0.2MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/aiohttp_retry/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_keyfile/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/yarl/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/parsimonious/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_hash/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_hash/backends/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/jwt/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/toolz/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/toolz/curried/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/toolz/sandbox/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/aiohappyeyeballs/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_keys/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_keys/backends/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_keys/backends/native/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_keys/utils/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_typing/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_abi/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_abi/utils/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_utils/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_utils/curried/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/_utils/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/_utils/encode_typed_data/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/hdaccount/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/signers/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/typed_transactions/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/eth_account/typed_transactions/blob_transactions/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/__pycache__ (0.2MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/actions/evm/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/actions/evm/swap/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/actions/solana/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/auth/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/auth/clients/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/auth/clients/urllib3/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/auth/utils/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/openapi_client/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/openapi_client/api/__pycache__ (0.6MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/openapi_client/models/__pycache__ (1.4MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/policies/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cdp/spend_permissions/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/certifi/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/Crypto/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/Crypto/Util/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/Crypto/Random/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/Crypto/Cipher/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/Crypto/Hash/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/Crypto/Protocol/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/regex/__pycache__ (0.2MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/urllib3/__pycache__ (0.2MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/urllib3/contrib/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/urllib3/http2/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/urllib3/util/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/aiohttp/__pycache__ (0.7MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/aiohttp/_websocket/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/websockets/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/websockets/asyncio/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/websockets/legacy/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/websockets/extensions/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/pydantic_core/__pycache__ (0.2MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/frozenlist/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/backends/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/bindings/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/decrepit/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/decrepit/ciphers/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/primitives/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/primitives/asymmetric/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/primitives/ciphers/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cryptography/hazmat/primitives/serialization/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cffi/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/charset_normalizer/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/ens/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/solders/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/solders/rpc/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/solders/token/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/__pycache__ (0.2MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/_utils/__pycache__ (0.3MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/_utils/caching/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/_utils/compat/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/contract/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/eth/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/middleware/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/providers/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/providers/eth_tester/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/providers/persistent/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/providers/rpc/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/web3/utils/__pycache__ (0.1MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cytoolz/__pycache__ (0.0MB)
[2026-04-02 09:37:54] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/.venv/lib/python3.11/site-packages/cytoolz/curried/__pycache__ (0.0MB)
[2026-04-04 06:04:37] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-04 06:04:37] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/skills/advanced_memory/__pycache__ (0.0MB)
[2026-04-04 06:04:37] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/cdp-nova/__pycache__ (0.0MB)
[2026-04-04 12:04:35] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-05 00:04:49] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-05 00:04:49] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/skills/advanced_memory/__pycache__ (0.0MB)
[2026-04-05 12:04:42] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-05 12:04:42] [INFO] disk_pruner: Auto-pruned: pycache: /home/sntrblck/.openclaw/workspace/skills/__pycache__ (0.0MB)
[2026-04-05 18:04:42] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-06 00:04:38] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-06 06:04:40] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-12 17:41:47] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-12 17:42:03] [INFO] disk_pruner: Surface alert written: 1 items need attention
[2026-04-12 17:44:27] [INFO] disk_pruner: Auto-pruned via git gc: 17566 pack files, ~2103204.5MB
[2026-04-12 17:44:27] [INFO] disk_pruner: Auto-pruned: git_pack: git gc reclaimed ~2103204.5MB from pack files
[2026-04-12 17:50:13] [INFO] disk_pruner: Auto-pruned via git gc: 17511 pack files, ~1963964.8MB
